city,location
803,Point(7.590555555 47.560555555)
804,Point(-0.766666666 52.033333333)
805,Point(112.37346 24.78675)
806,Point(-46.560833333 -21.787777777)
807,Point(25.6 45.65)
808,Point(-97.726666666 31.105555555)
809,Point(70.452777777 34.430277777)
810,Point(-122.893055555 47.0425)
811,Point(78.776944444 28.838888888)
812,Point(76.283333333 9.966666666)
813,Point(-56.166666666 -34.866666666)
814,Point(118.11729 5.83878)
815,Point(34.45 31.516666666)
816,Point(37.340380555 -3.334883333)
817,Point(80.275 13.0825)
818,Point(107.17507 34.36094)
819,Point(43.148055555 11.595)
820,Point(-1.983333333 52.516666666)
821,Point(54.25 56.083333333)
822,Point(140.050277777 35.911388888)
823,Point(18.955833 -33.724167)
824,Point(118.717 -8.46667)
825,Point(32.484722222 37.871388888)
826,Point(-55.866666666 -27.333333333)
827,Point(-58.986666666 -27.451388888)
828,Point(-45.0 -21.245)
829,Point(134.05 34.35)
830,Point(-58.616666666 -34.716666666)
831,Point(115.887222 28.684167)
832,Point(-83.6324 32.84069)
833,Point(-51.093888888 -29.950833333)
834,Point(2.099166666 41.358888888)
835,Point(129.365 36.032222222)
836,Point(-117.755833333 34.060833333)
837,Point(40.586111111 37.193888888)
838,Point(-118.130833333 33.938055555)
839,Point(-43.103611111 -22.883333333)
840,Point(11.969722222 51.482777777)
841,Point(7.183333333 51.266666666)
842,Point(28.333333333 -26.166666666)
843,Point(-99.653888888 19.292222222)
844,Point(44.514722222 48.708611111)
845,Point(38.621666666 37.780277777)
846,Point(16.866666666 41.125277777)
847,Point(-4.416666666 36.716666666)
848,Point(130.52806 31.58003)
849,Point(8.63386 47.69653)
850,Point(69.583333333 41.466666666)
851,Point(127.201111111 37.236111111)
852,Point(137.998333333 34.768611111)
853,Point(88.63 22.83)
854,Point(-63.128333 46.233611)
855,Point(114.32882 29.83411)
856,Point(-91.835277777 18.638333333)
857,Point(86.6 25.88)
858,Point(-72.685 41.763333333)
859,Point(-6.836111111 34.025277777)
860,Point(119.1801 34.59057)
861,Point(-46.633947222 -23.550394444)
862,Point(-71.3 10.2)
863,Point(88.263055555 27.0375)
864,Point(139.903055555 35.787777777)
865,Point(7.491388888 9.055555555)
866,Point(-8.383333333 43.366666666)
867,Point(-67.473 7.894)
868,Point(74.87704 31.626917)
869,Point(-70.3211 -18.4784)
870,Point(27.96666667 41.33333333)
871,Point(-103.391944444 20.720277777)
872,Point(116.407526 39.90403)
873,Point(-82.764166666 27.973611111)
874,Point(88.434444444 22.975)
875,Point(117.033333333 30.5)
876,Point(-38.510833333 -12.970833333)
877,Point(-102.283333333 19.983333333)
878,Point(24.710555555 48.922777777)
879,Point(-122.054166666 38.257777777)
880,Point(-95.383055555 29.762777777)
881,Point(-71.536883333 -16.398763888)
882,Point(-2.7461 53.4541)
883,Point(-75.6725 4.538888888)
884,Point(44.2 15.35)
885,Point(-8.416666666 41.533333333)
886,Point(-122.036944444 37.368888888)
887,Point(130.883333333 33.883333333)
888,Point(-3.95 51.616666666)
889,Point(38.133333333 56.3)
890,Point(104.63997 28.75961)
891,Point(-70.82055556 8.23222222)
892,Point(54.396944444 24.451111111)
893,Point(-46.368888888 -23.541111111)
894,Point(118.283056 33.933056)
895,Point(5.07 51.57)
896,Point(18.923 50.347)
897,Point(141.354388888 43.062083333)
898,Point(-39.58 -16.377777777)
899,Point(-71.978056 -13.518333)
900,Point(77.7 28.99)
901,Point(104.455416666 0.918777777)
902,Point(-76.954722222 17.996111111)
903,Point(38.983333333 45.033333333)
904,Point(34.823541 32.070007)
905,Point(88.432045 22.4382026)
906,Point(-71.133333333 8.583333333)
907,Point(38.916666666 15.333333333)
908,Point(127.01 37.285833333)
909,Point(80.947 26.847)
910,Point(-46.460833333 -23.667777777)
911,Point(112.92283 27.84306)
912,Point(127.038888888 37.748611111)
913,Point(-23.509155555 14.917719444)
914,Point(88.4325028 22.3654432)
915,Point(85.63 22.7)
916,Point(67.85 40.116666666)
917,Point(120.837777777 40.709444444)
918,Point(26.255555555 47.651388888)
919,Point(78.692777777 10.826944444)
920,Point(-65.25917 -19.04306)
921,Point(-69.12611 10.08)
922,Point(-96.91589 19.53124)
923,Point(-95.2958 29.5544)
924,Point(-61.383333333 15.3)
925,Point(-72.3517 -37.4707)
926,Point(4.359444444 52.011944444)
927,Point(43.299166666 33.425833333)
928,Point(-83.03526 42.31729)
929,Point(32.045277777 54.782777777)
930,Point(-57.95 -34.933333333)
931,Point(2.241388888 48.835277777)
932,Point(21.433333333 41.983333333)
933,Point(73.066666666 19.3)
934,Point(112.211388888 31.038055555)
935,Point(147.137777777 -41.444444444)
936,Point(-122.031111111 37.978055555)
937,Point(-104.606666666 50.454722222)
938,Point(106.07843 30.79913)
939,Point(-21.935 64.1475)
940,Point(-99.145555555 19.419444444)
941,Point(20.631944444 50.8725)
942,Point(-68.0 10.166666666)
943,Point(35.333333333 -15.383333333)
944,Point(21.733333333 38.25)
945,Point(-81.1 -5.066666666)
946,Point(8.435277777 49.481111111)
947,Point(-2.583333333 51.45)
948,Point(-1.233333333 54.573888888)
949,Point(-95.67804 39.04833)
950,Point(72.318055555 31.268055555)
951,Point(27.066666666 38.6)
952,Point(87.066666666 23.25)
953,Point(36.106111111 32.625277777)
954,Point(-122.85 49.1833)
955,Point(75.579166666 31.325555555)
956,Point(-117.037155 32.536447)
957,Point(-9.1604 38.7452)
958,Point(6.433333333 51.2)
959,Point(35.513055555 33.886944444)
960,Point(-70.739805555 -34.165388888)
961,Point(-42.365833333 -21.130833333)
962,Point(100.6325 -0.224444444)
963,Point(44.266666666 46.316666666)
964,Point(122.26398 43.61723)
965,Point(88.34 22.75)
966,Point(-7.64861111 33.44888889)
967,Point(97.85798 24.01151)
968,Point(-60.983333333 14.016666666)
969,Point(47.98 29.375)
970,Point(17.183333333 44.766666666)
971,Point(106.868067 10.927686)
972,Point(121.42213 28.6583)
973,Point(105.73968 10.31052)
974,Point(-8.89354 38.52361)
975,Point(135.183 34.6913)
976,Point(69.616666666 40.283333333)
977,Point(-72.566666666 10.066666666)
978,Point(-67.428333333 8.921944444)
979,Point(174.783333333 -36.85)
980,Point(-71.41283 41.82399)
981,Point(-35.735 -9.665833333)
982,Point(8.583333333 53.55)
983,Point(-46.934166666 -23.548888888)
984,Point(35.812347222 37.4507)
985,Point(-75.695 45.424722222)
986,Point(129.216666666 35.85)
987,Point(106.22536 38.47947)
988,Point(76.718055555 30.719444444)
989,Point(-47.99 -21.137777777)
990,Point(75.91044 17.67152)
991,Point(-49.217777777 -18.42)
992,Point(112.58534 31.16899)
993,Point(-80.085213888 42.129561111)
994,Point(-90.2 38.616666666)
995,Point(27.928888888 47.761666666)
996,Point(6.566666666 51.333333333)
997,Point(46.0 51.533333333)
998,Point(25.803888888 46.359444444)
999,Point(-122.256638 38.104088)
1000,Point(-71.0667 48.4167)
1001,Point(-46.838888888 -23.005833333)
1002,Point(136.505555555 34.718611111)
1003,Point(89.182222222 42.95)
1004,Point(140.728888888 41.768611111)
1005,Point(117.0809 36.2001)
1006,Point(111.59527 26.4515)
1007,Point(114.2887 35.74975)
1008,Point(91.1 23.96666667)
1009,Point(67.01 24.86)
1010,Point(-15.9785 18.08581)
1011,Point(136.783333333 35.25)
1012,Point(124.808 45.1388)
1013,Point(23.559444444 46.78)
1014,Point(130.478888888 33.536388888)
1015,Point(46.998888888 35.309722222)
1016,Point(-58.166666666 6.783333333)
1017,Point(88.45 22.7)
1018,Point(-68.335555555 -34.6175)
1019,Point(-0.555555555 47.472777777)
1020,Point(128.115277777 36.119166666)
1021,Point(105.2625 -5.429444444)
1022,Point(12.48845 32.79335)
1023,Point(36.305277777 33.458055555)
1024,Point(117.203611 29.294167)
1025,Point(38.45 15.783333333)
1026,Point(88.37 22.67)
1027,Point(-67.116666666 -17.966666666)
1028,Point(103.198333333 13.102777777)
1029,Point(30.4 40.783333333)
1030,Point(4.399722222 51.221111111)
1031,Point(-8.533333333 41.15)
1032,Point(-93.682694444 33.774)
1033,Point(88.52 22.61)
1034,Point(106.84513 -6.21462)
1035,Point(76.616666666 27.566666666)
1036,Point(-85.751388888 38.256111111)
1037,Point(56.783333333 59.416666666)
1038,Point(-6.907647222 33.923366666)
1039,Point(7.735 47.483888888)
1040,Point(88.1904741 22.1910091)
1041,Point(44.0075 56.326944444)
1042,Point(95.0 27.483333333)
1043,Point(18.59418 -33.89267)
1044,Point(126.946944444 37.3675)
1045,Point(-47.400833333 -20.538888888)
1046,Point(111.816666666 2.3)
1047,Point(4.373611111 50.8675)
1048,Point(132.766666666 33.833333333)
1049,Point(16.608333333 49.195277777)
1050,Point(77.983333333 16.733333333)
1051,Point(119.43625 32.39117)
1052,Point(18.2925 49.835555555)
1053,Point(-68.833333333 -32.883333333)
1054,Point(112.42447 34.65867)
1055,Point(8.366666666 46.959444444)
1056,Point(111.66589 27.69615)
1057,Point(25.934444444 48.290833333)
1058,Point(6.925269444 51.52325)
1059,Point(62.179180555 34.37385)
1060,Point(11.342777777 44.493888888)
1061,Point(120.666666666 24.15)
1062,Point(120.97655 31.38674)
1063,Point(140.026666666 35.680833333)
1064,Point(112.15307 32.06536)
1065,Point(30.316666666 59.95)
1066,Point(-115.144722222 36.169166666)
1067,Point(74.078888888 32.573611111)
1068,Point(3.086944444 45.779722222)
1069,Point(25.7875 45.863611111)
1070,Point(-84.2 39.766666666)
1071,Point(50.15 26.266666666)
1072,Point(40.4975 21.441111111)
1073,Point(9.7 4.05)
1074,Point(77.0 20.733333333)
1075,Point(48.483333333 36.666666666)
1076,Point(5.570555555 50.639722222)
1077,Point(-46.425555555 -23.895277777)
1078,Point(29.233333333 52.05)
1079,Point(-67.475277777 10.228333333)
1080,Point(112.466666666 23.05)
1081,Point(-10.066666666 28.983333333)
1082,Point(-79.953055555 22.406666666)
1083,Point(103.823919444 1.281905555)
1084,Point(28.211944444 -12.820833333)
1085,Point(12.9037 41.467597222)
1086,Point(-45.43 -21.550833333)
1087,Point(-0.633055555 35.696944444)
1088,Point(25.191111111 0.515277777)
1089,Point(73.15 19.216666666)
1090,Point(-109.445277777 27.080833333)
1091,Point(-46.851944444 -23.648888888)
1092,Point(-1.357222222 53.43)
1093,Point(-1.380277777 54.9)
1094,Point(-86.586111111 34.713611111)
1095,Point(83.416666666 18.116666666)
1096,Point(18.233055555 46.070833333)
1097,Point(128.588611111 34.850277777)
1098,Point(6.614722222 36.365)
1099,Point(-68.045533333 -38.95735)
1100,Point(-1.855833333 38.995555555)
1101,Point(106.707777777 26.579444444)
1102,Point(11.35 46.5)
1103,Point(1.261666666 45.834444444)
1104,Point(-79.5 43.833333333)
1105,Point(139.407916666 35.713944444)
1106,Point(108.33265 15.877669444)
1107,Point(127.088888888 36.994722222)
1108,Point(-45.55 -23.033333333)
1109,Point(-0.152777777 50.827777777)
1110,Point(-88.052672222 30.727669444)
1111,Point(10.787222222 52.423055555)
1112,Point(49.7 34.08)
1113,Point(139.403055555 35.957222222)
1114,Point(120.0142 32.17244)
1115,Point(-35.208888888 -5.795)
1116,Point(131.15452 46.63883)
1117,Point(103.61 -1.59)
1118,Point(-85.956111111 11.93)
1119,Point(-7.863333333 42.336388888)
1120,Point(-48.281944444 -15.761944444)
1121,Point(-39.578888888 -3.493888888)
1122,Point(121.648553 42.012669)
1123,Point(39.75 47.133333333)
1124,Point(-117.293055555 34.129444444)
1125,Point(85.366666666 27.716666666)
1126,Point(88.894166666 22.657222222)
1127,Point(88.5 23.4)
1128,Point(-117.288333333 34.536111111)
1129,Point(-58.383333333 -34.816666666)
1130,Point(106.8 -6.6)
1131,Point(24.741454 42.142086)
1132,Point(-48.206944444 -7.190833333)
1133,Point(25.49213 -33.80399)
1134,Point(119.433055555 35.416388888)
1135,Point(-117.960278 33.778889)
1136,Point(37.617777777 55.755833333)
1137,Point(9.4544 0.3901)
1138,Point(27.9575 45.269166666)
1139,Point(7.7 45.066666666)
1140,Point(136.219583333 36.064055555)
1141,Point(40.416666666 21.266666666)
1142,Point(105.783333333 10.033333333)
1143,Point(-1.983333333 50.716666666)
1144,Point(-77.033333333 -12.05)
1145,Point(-122.459444444 47.241388888)
1146,Point(128.733333333 35.816666666)
1147,Point(39.210555555 51.671666666)
1148,Point(-53.806944444 -29.683888888)
1149,Point(139.220277777 35.374722222)
1150,Point(-70.023611111 -15.843333333)
1151,Point(34.679166666 37.966666666)
1152,Point(-81.983333 26.633333)
1153,Point(51.235 35.552222222)
1154,Point(5.483333333 52.516666666)
1155,Point(-46.310833333 -23.542777777)
1156,Point(73.383333333 54.966666666)
1157,Point(29.361111111 -3.3825)
1158,Point(-113.5 53.533333333)
1159,Point(-69.201944444 9.559722222)
1160,Point(-46.348611111 -23.486388888)
1161,Point(74.746111111 13.332222222)
1162,Point(75.326583333 51.729777777)
1163,Point(-46.586944444 -23.318888888)
1164,Point(127.638333333 37.293888888)
1165,Point(26.916666666 46.583333333)
1166,Point(5.445555555 43.527777777)
1167,Point(0.196944444 48.004166666)
1168,Point(-71.141388888 21.460277777)
1169,Point(50.216666666 26.3)
1170,Point(108.533333333 -7.366666666)
1171,Point(15.625656134 58.409418037)
1172,Point(26.216666666 -29.1)
1173,Point(-46.941944444 -22.371944444)
1174,Point(-79.5 9.0)
1175,Point(-119.753888888 39.160833333)
1176,Point(25.866666666 -17.85)
1177,Point(107.566666666 -6.95)
1178,Point(-80.260555555 36.1025)
1179,Point(-72.7 19.116666666)
1180,Point(137.22 36.7)
1181,Point(10.209722222 56.156388888)
1182,Point(117.0 28.233333333)
1183,Point(23.683333333 38.016666666)
1184,Point(35.245555555 -13.3)
1185,Point(-86.787777777 15.78)
1186,Point(42.127777777 9.311111111)
1187,Point(31.239444444 30.056111111)
1188,Point(139.342222222 35.323055555)
1189,Point(-34.855 -8.008888888)
1190,Point(150.883055555 -34.433055555)
1191,Point(-122.666666666 45.516666666)
1192,Point(104.46726 25.71077)
1193,Point(19.455833333 41.324166666)
1194,Point(-66.540555555 10.471666666)
1195,Point(-64.166666666 10.45)
1196,Point(29.766111111 40.770555555)
1197,Point(-89.069722222 42.269722222)
1198,Point(88.25 24.1)
1199,Point(-111.993888888 40.689166666)
1200,Point(120.5634 32.38521)
1201,Point(-48.053055555 -23.591666666)
1202,Point(-94.680697222 38.940072222)
1203,Point(-51.388888888 -22.125833333)
1204,Point(-84.2620424 9.9096293)
1205,Point(113.5 52.033333333)
1206,Point(96.498055555 17.343333333)
1207,Point(25.471944444 65.014166666)
1208,Point(-1.779722222 53.645)
1209,Point(-2.4475 52.679166666)
1210,Point(74.5 15.866666666)
1211,Point(-72.3 18.55)
1212,Point(-63.1975 -17.789166666)
1213,Point(30.283333333 37.716666666)
1214,Point(7.013055555 51.450833333)
1215,Point(109.609166666 23.096111111)
1216,Point(112.04475 32.68892)
1217,Point(42.5 18.216666666)
1218,Point(31.025 -29.858333333)
1219,Point(24.745 59.437222222)
1220,Point(-46.61 -20.718888888)
1221,Point(-51.277777777 -23.275833333)
1222,Point(139.666666666 35.25)
1223,Point(10.139444444 54.323333333)
1224,Point(120.583333333 30.0)
1225,Point(122.07188 46.07257)
1226,Point(128.55 35.183333333)
1227,Point(-122.792 49.2839)
1228,Point(19.040833333 47.498333333)
1229,Point(-35.035 -8.286944444)
1230,Point(-1.087222222 50.805833333)
1231,Point(-61.844722222 17.121111111)
1232,Point(-73.25 -3.733333333)
1233,Point(135.551666666 34.578055555)
1234,Point(136.848611111 35.398888888)
1235,Point(111.45049 30.38804)
1236,Point(-95.173888888 29.676111111)
1237,Point(50.6075 35.952222222)
1238,Point(115.333056 22.766389)
1239,Point(139.549166666 35.856666666)
1240,Point(139.388611111 36.147222222)
1241,Point(33.65 -25.05)
1242,Point(-60.016666666 -3.1)
1243,Point(73.508333333 4.175)
1244,Point(112.74164 37.69332)
1245,Point(-49.307777777 -25.657777777)
1246,Point(110.27936 21.61458)
1247,Point(39.916111111 43.433611111)
1248,Point(73.620277777 22.777222222)
1249,Point(-75.216666666 -12.066666666)
1250,Point(-64.466666666 9.433333333)
1251,Point(48.516666666 34.8)
1252,Point(139.036388888 37.916111111)
1253,Point(28.566666666 -20.166666666)
1254,Point(76.895833333 12.524166666)
1255,Point(-96.950833333 32.811666666)
1256,Point(79.513311111 18.751891666)
1257,Point(88.37 22.82)
1258,Point(-92.331111111 34.736111111)
1259,Point(34.953333333 40.548888888)
1260,Point(-84.863 38.197)
1261,Point(40.236666666 37.910833333)
1262,Point(117.89115 4.24482)
1263,Point(143.894166666 43.808055555)
1264,Point(26.816666666 45.151666666)
1265,Point(92.75 11.666666666)
1266,Point(-117.928611111 33.88)
1267,Point(55.391944444 25.3575)
1268,Point(8.71 49.412222222)
1269,Point(-118.328333333 34.180277777)
1270,Point(-108.537222222 45.786666666)
1271,Point(37.766666666 44.716666666)
1272,Point(-103.363967 20.602799)
1273,Point(4.36 43.836944444)
1274,Point(44.433333333 32.483333333)
1275,Point(34.883333333 32.083333333)
1276,Point(144.383333333 42.983333333)
1277,Point(119.823888888 31.369722222)
1278,Point(2.111111111 13.508611111)
1279,Point(7.625555555 51.9625)
1280,Point(113.2304 35.22904)
1281,Point(55.479722222 25.399444444)
1282,Point(-37.65 -10.916944444)
1283,Point(9.216666666 48.483333333)
1284,Point(15.505 51.939722222)
1285,Point(107.64 35.727777777)
1286,Point(79.15 10.8)
1287,Point(37.517777777 36.3725)
1288,Point(4.35 50.85)
1289,Point(-98.236388888 26.216388888)
1290,Point(63.566666666 39.1)
1291,Point(135.623333333 34.711944444)
1292,Point(104.833333 26.594444)
1293,Point(65.533333333 57.15)
1294,Point(48.35 33.466666666)
1295,Point(-38.685833333 -3.89)
1296,Point(110.354167 1.539722)
1297,Point(44.58333333 40.0)
1298,Point(-17.457222222 14.731944444)
1299,Point(8.639444444 46.880555555)
1300,Point(88.35 22.7)
1301,Point(109.675277777 -6.888333333)
1302,Point(92.05691 31.47665)
1303,Point(31.083333333 29.066666666)
1304,Point(25.283333333 54.683333333)
1305,Point(175.283333333 -37.783333333)
1306,Point(39.765277777 37.230555555)
1307,Point(-0.016666666 5.666666666)
1308,Point(57.666666666 36.216666666)
1309,Point(32.462887 15.683517)
1310,Point(-87.95 15.883333333)
1311,Point(77.033333333 28.466666666)
1312,Point(-79.9325 32.776111111)
1313,Point(22.935555555 40.640277777)
1314,Point(137.002138888 34.989277777)
1315,Point(124.841261111 1.493055555)
1316,Point(107.272835 21.009436)
1317,Point(98.28618 39.81121)
1318,Point(-5.93 54.596388888)
1319,Point(-4.142222222 50.371388888)
1320,Point(88.3638815 22.5726723)
1321,Point(7.597777777 50.359722222)
1322,Point(139.315 35.402777777)
1323,Point(87.85 23.25)
1324,Point(141.306111111 38.428055555)
1325,Point(141.0 43.1833)
1326,Point(125.85 39.25)
1327,Point(125.333333333 39.65)
1328,Point(-58.787241666 -34.657619444)
1329,Point(120.3 22.616667)
1330,Point(-0.187 5.6037)
1331,Point(114.916666666 4.916666666)
1332,Point(-118.3406288 33.8358492)
1333,Point(8.679722222 50.113611111)
1334,Point(-134.41972 58.30194)
1335,Point(4.028611111 49.265277777)
1336,Point(-46.917777777 -23.443888888)
1337,Point(40.501666666 38.886111111)
1338,Point(-105.102778 39.706389)
1339,Point(-5.717916666 -15.925138888)
1340,Point(88.43 23.25)
1341,Point(100.96981 22.78028)
1342,Point(88.37 22.69)
1343,Point(78.56962 25.44862)
1344,Point(138.863611111 35.095555555)
1345,Point(11.55 45.55)
1346,Point(20.939444444 44.014166666)
1347,Point(-63.903888888 -8.761944444)
1348,Point(-39.315 -7.212777777)
1349,Point(106.19189 37.98742)
1350,Point(43.054444444 39.7225)
1351,Point(-38.326944444 -12.893888888)
1352,Point(113.55 22.166666666)
1353,Point(34.35 61.783333333)
1354,Point(34.650277777 31.797777777)
1355,Point(91.866666666 24.9)
1356,Point(5.376388888 43.296666666)
1357,Point(-114.7625 32.476666666)
1358,Point(-72.5901 -38.7399)
1359,Point(9.916666666 57.05)
1360,Point(82.216666666 16.933333333)
1361,Point(-111.883333333 40.75)
1362,Point(73.983333333 17.683333333)
1363,Point(126.6 40.966666666)
1364,Point(-79.883333333 -2.183333333)
1365,Point(28.51198 54.22429)
1366,Point(-58.4 -34.766666666)
1367,Point(28.734444444 -9.346666666)
1368,Point(65.49989 44.8479)
1369,Point(66.959722222 39.654166666)
1370,Point(8.616666666 45.45)
1371,Point(-93.620833333 41.590833333)
1372,Point(135.066666666 48.483333333)
1373,Point(36.096111111 37.373888888)
1374,Point(-66.1570139 -17.3935419)
1375,Point(47.060277777 38.475)
1376,Point(-47.333888888 -15.536944444)
1377,Point(-117.918611111 34.056666666)
1378,Point(-87.555833333 37.974722222)
1379,Point(135.616666666 34.85)
1380,Point(27.103333333 -26.715)
1381,Point(-75.820555555 20.028333333)
1382,Point(48.35 32.45)
1383,Point(125.166666666 39.966666666)
1384,Point(28.467222222 49.237222222)
1385,Point(-44.99 -12.152777777)
1386,Point(37.39 11.585)
1387,Point(46.433333333 33.633333333)
1388,Point(-45.227777777 -22.816666666)
1389,Point(32.9 -2.516666666)
1390,Point(122.22972 40.66525)
1391,Point(-1.9025 52.48)
1392,Point(21.033333333 52.216666666)
1393,Point(101.71487 26.58487)
1394,Point(-6.2157 13.4317)
1395,Point(-43.885833333 -4.455)
1396,Point(-67.040555555 10.341111111)
1397,Point(118.081944444 24.479722222)
1398,Point(-40.272777777 -19.82)
1399,Point(112.5239 -7.8672)
1400,Point(98.666666666 3.666666666)
1401,Point(103.8 1.3)
1402,Point(-46.791944444 -23.532777777)
1403,Point(17.666944444 49.233055555)
1404,Point(139.578333333 36.314444444)
1405,Point(126.99 37.56)
1406,Point(117.15 35.083333333)
1407,Point(119.955555555 36.783333333)
1408,Point(-56.02 -25.46)
1409,Point(-100.326666666 25.808333333)
1410,Point(-43.35 -21.75)
1411,Point(16.373064 48.20833)
1412,Point(-73.2 41.183333333)
1413,Point(48.295833333 42.069166666)
1414,Point(56.248888888 58.013888888)
1415,Point(113.3658 31.71755)
1416,Point(26.580555555 48.680555555)
1417,Point(35.216666666 31.783333333)
1418,Point(129.316666666 35.55)
1419,Point(-46.392222222 -23.963333333)
1420,Point(144.35 -38.15)
1421,Point(127.446111111 39.1475)
1422,Point(-94.463333333 18.135833333)
1423,Point(125.73 39.03)
1424,Point(-1.516666666 52.416666666)
1425,Point(-17.4 14.75)
1426,Point(-72.232241666 7.768172222)
1427,Point(-81.573611 23.049444)
1428,Point(29.114166666 36.620555555)
1429,Point(-65.0366104 -42.7729674)
1430,Point(136.207777777 35.112777777)
1431,Point(5.316666666 51.7)
1432,Point(-118.100555555 34.581111111)
1433,Point(-46.333888888 -23.960833333)
1434,Point(120.971388888 24.804722222)
1435,Point(-58.283333333 -34.7)
1436,Point(85.016666666 24.75)
1437,Point(29.940555555 40.765555555)
1438,Point(100.497777777 13.9125)
1439,Point(31.5 30.566666666)
1440,Point(13.516666666 43.616666666)
1441,Point(118.36223 31.33398)
1442,Point(-81.958888888 28.041111111)
1443,Point(-88.183333333 13.483333333)
1444,Point(2.443055555 48.860277777)
1445,Point(-112.073888888 33.448333333)
1446,Point(88.48 22.98)
1447,Point(139.45 35.633333333)
1448,Point(99.8 2.966666666)
1449,Point(76.956388888 52.315555555)
1450,Point(79.083055555 21.153888888)
1451,Point(48.016666666 46.333333333)
1452,Point(134.9975 34.643055555)
1453,Point(-93.093611111 44.944166666)
1454,Point(5.041944444 47.323055555)
1455,Point(129.75 42.433333333)
1456,Point(82.616666666 49.95)
1457,Point(46.583333333 43.25)
1458,Point(32.669444444 -18.972777777)
1459,Point(-9.15833333 38.68027778)
1460,Point(135.966666666 35.016666666)
1461,Point(34.983333333 32.8)
1462,Point(11.980966694 57.671706102)
1463,Point(-78.510555555 -7.164444444)
1464,Point(71.5 34.0)
1465,Point(9.77 1.865)
1466,Point(116.35775 27.98139)
1467,Point(11.254166666 43.771388888)
1468,Point(-73.561666666 45.508888888)
1469,Point(-47.475833333 -5.525833333)
1470,Point(16.45 43.51)
1471,Point(55.448055555 -20.878888888)
1472,Point(-51.143888888 -29.838888888)
1473,Point(88.62 27.33)
1474,Point(6.1 52.516666666)
1475,Point(-56.132777777 -15.646944444)
1476,Point(90.394444444 23.728888888)
1477,Point(44.6775 43.04)
1478,Point(136.616666666 34.966666666)
1479,Point(78.816666666 14.466666666)
1480,Point(16.083333333 8.566666666)
1481,Point(29.63333333 46.85)
1482,Point(-80.0 40.441666666)
1483,Point(-93.269166666 44.981944444)
1484,Point(92.866666666 56.016666666)
1485,Point(-77.133333333 -12.061111111)
1486,Point(105.45 12.0)
1487,Point(81.28 21.19)
1488,Point(-60.216666666 -33.333333333)
1489,Point(116.566666666 35.4)
1490,Point(-48.503888888 -1.455833333)
1491,Point(34.3025 31.343889)
1492,Point(114.88418 30.39724)
1493,Point(18.425 -33.925)
1494,Point(110.816666666 -7.566666666)
1495,Point(-67.033333333 10.6)
1496,Point(31.47 30.03)
1497,Point(-48.635 -26.990833333)
1498,Point(39.6 24.466666666)
1499,Point(2.99189 41.9557)
1500,Point(144.961388888 -37.820555555)
1501,Point(75.777222222 23.182777777)
1502,Point(38.333694 38.355365)
1503,Point(126.56157 43.8461)
1504,Point(-115.467777777 32.663333333)
1505,Point(127.920833333 37.341666666)
1506,Point(-92.266666666 14.9)
1507,Point(136.766666666 35.416666666)
1508,Point(19.82 41.33)
1509,Point(44.643611111 33.744722222)
1510,Point(120.26534 31.90867)
1511,Point(-89.971111111 35.1175)
1512,Point(88.2532182 22.508621)
1513,Point(-67.5582 10.16)
1514,Point(130.852222222 31.378333333)
1515,Point(19.937222222 50.061388888)
1516,Point(79.75 11.75)
1517,Point(-66.538333333 10.473888888)
1518,Point(115.216666666 -8.666666666)
1519,Point(-72.216666666 7.816666666)
1520,Point(105.3 -5.116666666)
1521,Point(-96.789444444 46.877222222)
1522,Point(115.8259 22.8199)
1523,Point(-42.342777777 -22.872777777)
1524,Point(121.549166666 29.875)
1525,Point(39.491388888 39.746388888)
1526,Point(135.600833333 34.679444444)
1527,Point(32.878888888 24.978055555)
1528,Point(71.366666666 42.883333333)
1529,Point(119.916666666 28.45)
1530,Point(140.099722222 35.7225)
1531,Point(103.00074 29.9888)
1532,Point(-72.5717415 44.2658586)
1533,Point(-41.323888888 -21.753888888)
1534,Point(9.04939 52.26065)
1535,Point(-0.593055555 51.509722222)
1536,Point(-79.386666666 43.670277777)
1537,Point(36.6 50.6)
1538,Point(-2.078427777 51.896519444)
1539,Point(6.083788 50.776207)
1540,Point(139.559444444 35.683333333)
1541,Point(77.8061 23.5239)
1542,Point(-5.629444444 9.457777777)
1543,Point(121.99725 39.62713)
1544,Point(85.816666666 19.8)
1545,Point(131.061666666 31.719722222)
1546,Point(139.645277777 35.861666666)
1547,Point(102.706111111 25.043333333)
1548,Point(-84.5125 39.1)
1549,Point(-118.739167 34.270833)
1550,Point(75.32 19.88)
1551,Point(-45.886944444 -23.178888888)
1552,Point(31.6 40.733333333)
1553,Point(29.374488 40.826528)
1554,Point(-47.299166666 -23.264166666)
1555,Point(121.216666666 24.85)
1556,Point(-86.8475 21.160555555)
1557,Point(34.78 32.08)
1558,Point(75.766666666 11.25)
1559,Point(10.752777777 59.911111111)
1560,Point(121.37179 28.37974)
1561,Point(-58.213277777 -34.767888888)
1562,Point(12.44845 43.932011111)
1563,Point(126.802951 37.380252)
1564,Point(31.171388888 27.186944444)
1565,Point(109.4281 24.3264)
1566,Point(114.88114 40.81078)
1567,Point(58.804166666 36.206666666)
1568,Point(6.761111111 51.432222222)
1569,Point(71.672222222 29.395555555)
1570,Point(-97.401944444 27.742777777)
1571,Point(127.678888888 26.212222222)
1572,Point(43.783333333 33.35)
1573,Point(-71.338 -29.9532)
